0,1,2,3,4
NCT00021801,Inclusion,these symptoms can include episodes of hypoglycemic unawareness (failure to recognize blood glucose levels < 54 mg/dl) or episodes requiring the assistance of others.,these symptoms can include episodes of hypoglycemic unawareness ( failure to recognize <VL Label=finding of blood glucose level Source=UMLS>blood glucose levels</VL> <VML Logic=lower Unit=mg/dl>54</VML> ) or episodes requiring the assistance of others.,"[['finding of blood glucose level', '<', '54', 'mg/dl']]"
NCT00021801,Inclusion,candidates may have poor diabetes control despite intensive insulin therapy (hba1c > 8.0%).,candidates may have poor diabetes control despite intensive insulin therapy ( <VL Label=HBA1C Source=DK>hba1c</VL> <VML Logic=greater Unit=%>8.0</VML> ) .,"[['HBA1C', '>', 8.0, '%']]"
NCT00021801,Inclusion,creatinine clearance should be > 60 ml/min),<VL Label=Creatinine clearance Source=DK>creatinine clearance</VL> should be <VML Logic=greater Unit=ml/min>60</VML> ) ,"[['Creatinine clearance', '>', 60.0, 'ml/min']]"
NCT00021801,Inclusion,body mass index should be less than 26,<VL Label=BMI Source=DK>body mass index</VL> should be <VML Logic=lower Unit=>26</VML> ,"[['BMI', '<', 26.0, 'kg/m2']]"
NCT00021801,Exclusion,"unstable cardiovascular status, including positive stress echocardiography (if > age 35)","unstable cardiovascular status, including positive stress echocardiography ( if > <VL Label=Age Source=DK>age</VL> <VML Logic=equal Unit=>35</VML> ) ","[['Age', '=', 35.0, 'years']]"
NCT00021801,Exclusion,presence of panel reactive antibodies > 20%,<VL Label=presence of panel reactive antibodies Source=ngram>presence of panel reactive antibodies</VL> <VML Logic=greater Unit=%>20</VML>,"[['presence of panel reactive antibodies', '>', '20', '%']]"
NCT00021801,Exclusion,creatinine clearance < 60 ml/min,<VL Label=Creatinine clearance Source=DK>creatinine clearance</VL> <VML Logic=lower Unit=ml/min>60</VML>,"[['Creatinine clearance', '<', 60.0, 'ml/min']]"
NCT00021801,Exclusion,hba1c > 12%,<VL Label=HBA1C Source=DK>hba1c</VL> <VML Logic=greater Unit=%>12</VML>,"[['HBA1C', '>', 12.0, '%']]"
NCT00021801,Exclusion,anemia (hemoglobin < 12.0),anemia ( <VL Label=hemoglobin Source=ngram>hemoglobin</VL> <VML Logic=lower Unit=>12.0</VML> ) ,"[['hemoglobin', '<', '12.0', '']]"
NCT00021801,Exclusion,psa > 4 in males,<VL Label=psa Source=ngram>psa</VL> <VML Logic=greater Unit=>4</VML> in males,"[['psa', '>', '4', '']]"
NCT00034255,Inclusion,"male and female patients with, type 1 diabetes mellitus that are 18 through 70 years of age or type 2 diabetes mellitus that are 30 through 70 years of age.","male and female patients with, type 1 diabetes mellitus that are <VML Logic=greater_equal Unit=years>18</VML> - <VML Logic=lower_equal Unit=years>70</VML> of <VL Label=Age Source=DK>age</VL> or type 2 diabetes mellitus that are <VML Logic=greater_equal Unit=years>30</VML> - <VML Logic=lower_equal Unit=years>70</VML> of <VL Label=Age Source=DK>age</VL>.","[['Age', '>=', 18.0, 'years'], ['Age', '<=', 70.0, 'years'], ['Age', '>=', 30.0, 'years'], ['Age', '<=', 70.0, 'years']]"
NCT00034255,Exclusion,patients who have received any investigational product within 30 days of admission into the study.,<VL Label=patients who have received any investigational product Source=ngram>patients who have received any investigational product</VL> <VML Logic=lower Unit=days>30</VML> of admission into the study.,"[['patients who have received any investigational product', '<', '30', 'days']]"
NCT00042458,Inclusion,hba1c value between 7.5-9%,<VL Label=HBA1C Source=DK>hba1c value</VL> <VML Logic=greater_equal Unit=%>7.5</VML> - <VML Logic=lower_equal Unit=%>9</VML>,"[['HBA1C', '>=', 7.5, '%'], ['HBA1C', '<=', 9.0, '%']]"
NCT00042471,Inclusion,hba1c value between 6-12%,<VL Label=HBA1C Source=DK>hba1c value</VL> <VML Logic=greater_equal Unit=%>6</VML> - <VML Logic=lower_equal Unit=%>12</VML>,"[['HBA1C', '>=', 6.0, '%'], ['HBA1C', '<=', 12.0, '%']]"
NCT00042471,Inclusion,bmi <= 27 kg/m2 or bmi >=30 to <= 45 kg/m2,<VL Label=BMI Source=DK>bmi</VL> <VML Logic=lower_equal Unit=kg/m2>27</VML> or <VL Label=BMI Source=DK>bmi</VL> <VML Logic=greater_equal Unit=kg/m2>30</VML> - <VML Logic=lower_equal Unit=kg/m2>45</VML>,"[['BMI', '<=', 27.0, 'kg/m2'], ['BMI', '>=', 30.0, 'kg/m2'], ['BMI', '<=', 45.0, 'kg/m2']]"
NCT00042601,Inclusion,bmi >=20 to <=25kg/m2 or >=30 to <=40 kg/m2,<VL Label=BMI Source=DK>bmi</VL> <VML Logic=greater_equal Unit=kg/m2>20</VML> - <VML Logic=lower_equal Unit=kg/m2>25</VML> or <VML Logic=greater_equal Unit=kg/m2>30</VML> - <VML Logic=lower_equal Unit=kg/m2>40</VML>,"[['BMI', '>=', 20.0, 'kg/m2'], ['BMI', '<=', 25.0, 'kg/m2'], ['BMI', '>=', 30.0, 'kg/m2'], ['BMI', '<=', 40.0, 'kg/m2']]"
NCT00042601,Inclusion,hba1c value between 6.5-10% inclusive,<VL Label=HBA1C Source=DK>hba1c value</VL> <VML Logic=greater_equal Unit=%>6.5</VML> - <VML Logic=lower_equal Unit=%>10</VML> inclusive,"[['HBA1C', '>=', 6.5, '%'], ['HBA1C', '<=', 10.0, '%']]"
NCT00042601,Inclusion,bmi between 20-40kg/m2,<VL Label=BMI Source=DK>bmi</VL> <VML Logic=greater_equal Unit=kg/m2>20</VML> - <VML Logic=lower_equal Unit=kg/m2>40</VML>,"[['BMI', '>=', 20.0, 'kg/m2'], ['BMI', '<=', 40.0, 'kg/m2']]"
NCT00046150,Inclusion,men and women above the age of 18.,men and women above the <VL Label=Age Source=DK>age</VL> of <VML Logic=equal Unit=>18</VML> .,"[['Age', '=', 18.0, 'years']]"
NCT00046150,Inclusion,women are either not of childbearing potential (surgically sterile or postmenopausal for more than 2 years) or are not pregnant and agree to use a reliable contraceptive measure for the duration of the study,women are either not of childbearing potential ( surgically sterile or postmenopausal for <VML Logic=greater Unit=years>2</VML> ) or are not <VL Label=Pregnant Source=DK>pregnant</VL> and agree to use a reliable contraceptive measure for the duration of the study,"[['Pregnant', '>', 2.0, 'years']]"
NCT00046150,Inclusion,type 1 diabetes mellitus as established in the medical history (for the purpose of this protocol: onset of diabetes under the age of 40 and has required continuous insulin therapy since diagnosis).,type 1 diabetes mellitus as established in the medical history ( for the purpose of this protocol: onset of diabetes under the <VL Label=Age Source=DK>age</VL> of <VML Logic=equal Unit=>40</VML> and has required continuous <VL Label=Insulin Source=DK>insulin</VL> therapy since diagnosis ) .,"[['Age', '=', 40.0, 'years']]"
NCT00046150,Inclusion,use of the same type of external insulin pump (minimed programmable pump or disetronic pump type h tron plus v 100 or d tron) for at least 3 months prior to study entry.,use of the same type of external <VL Label=Insulin Source=DK>insulin</VL> pump ( minimed programmable pump or disetronic pump type h tron plus v <VML Logic=equal Unit=or d>100</VML> tron ) for <VML Logic=greater_equal Unit=months>3</VML> prior to <VL Label=Study entry Source=DK>study entry</VL>.,"[['Insulin', '=', 100.0, 'or d']]"
NCT00046150,Inclusion,hba1c <8.5% measured at visit 1.,<VL Label=HBA1C Source=DK>hba1c</VL> <VML Logic=lower Unit=%>8.5</VML> measured at visit 1 .,"[['HBA1C', '<', 8.5, '%']]"
NCT00046150,Exclusion,"active proliferative diabetic retinopathy, as defined by the application of focal or panretinal photocoagulation or vitrectomy, in the 6 months prior to visit 1 or any other unstable (rapidly progressing) retinopathy that may require surgical treatment (including laser photocoagulation) during the study.","active proliferative diabetic retinopathy, as <VL Label=defined by the application of focal or panretinal photocoagulation or vitrectomy Source=ngram>defined by the application of focal or panretinal photocoagulation or vitrectomy</VL>, <VML Logic=lower_equal Unit=months>6</VML> prior to visit 1 or any other unstable ( rapidly progressing ) retinopathy that may require surgical treatment ( including laser photocoagulation ) during the study.","[['defined by the application of focal or panretinal photocoagulation or vitrectomy', '<=', '6', 'months']]"
NCT00046150,Exclusion,history of serious ketosis episode requiring hospitalization in the 3 previous months.,<VL Label=history of serious ketosis episode requiring hospitalization Source=ngram>history of serious ketosis episode requiring hospitalization</VL> <VML Logic=lower_equal Unit=previous months>3</VML>.,"[['history of serious ketosis episode requiring hospitalization', '<=', '3', 'previous months']]"
NCT00046150,Exclusion,history of abscess at the infusion site in the previous 3 months.,<VL Label=history of abscess at the infusion site Source=ngram>history of abscess at the infusion site</VL> <VML Logic=lower_equal Unit=previous months>3</VML>.,"[['history of abscess at the infusion site', '<=', '3', 'previous months']]"
NCT00046150,Exclusion,"impaired renal function, as shown by but not limited to serum creatinine >177 micromol/l (>2.0 mg/dl) measured at visit 1.","impaired renal function, as shown by but not limited to <VL Label=Creatinine Source=DK>serum creatinine</VL> <VML Logic=greater Unit=micromol/l>177</VML> ( <VML Logic=greater Unit=mg/dl>2.0</VML> ) measured at visit 1 .","[['Creatinine', '>', 2.0, 'mg/dl'], ['Creatinine', '>', 2.0, 'mg/dl']]"
NCT00063128,Inclusion,you are at least 18 years old.,you are <VML Logic=greater_equal Unit=years>18</VML> <VL Label=Age Source=DK>old</VL>.,"[['Age', '>=', 18.0, 'years']]"
NCT00063128,Inclusion,you have had type 1 diabetes for at least 2 years.,you have had <VL Label=type 1 diabetes Source=ngram>type 1 diabetes</VL> for <VML Logic=greater_equal Unit=years>2</VML>.,"[['type 1 diabetes', '>=', '2', 'years']]"
NCT00063128,Inclusion,you have not smoked for at least 1 year and you agree not to smoke or use smokeless tobacco during the study.,you have not <VL Label=smoked Source=ngram>smoked</VL> for <VML Logic=greater_equal Unit=year>1</VML> and you agree not to smoke or use smokeless tobacco during the study.,"[['smoked', '>=', '1', 'year']]"
NCT00063128,Exclusion,you have used an experimental drug during the last 30 days or have ever taken part in a study of any type of inhaled insulin.,you have used an experimental drug <VML Logic=lower_equal Unit=last days>30</VML> or have ever taken part in a study of any type of inhaled <VL Label=Insulin Source=DK>insulin</VL>.,"[['Insulin', '<=', 30.0, 'last days']]"
NCT00071448,Inclusion,hba1c less than 12%,<VL Label=HBA1C Source=DK>hba1c</VL> <VML Logic=lower Unit=%>12</VML>,"[['HBA1C', '<', 12.0, '%']]"
NCT00071448,Inclusion,"willing to administer at least 3 injections per day,","<VL Label=willing to administer Source=ngram>willing to administer</VL> <VML Logic=greater_equal Unit=>3</VML> injections per day,","[['willing to administer', '>=', '3', '']]"
NCT00071448,Inclusion,"willing to perform self monitored blood glucose (smbg) at least 4 times per day, includes subject and/or parent/guardian, as necessary","willing to perform self monitored blood <VL Label=Glucose Source=DK>glucose</VL> ( smbg ) <VML Logic=greater_equal Unit=times/day>4</VML>, includes subject and / or parent / guardian, as necessary","[['Glucose', '>=', 4.0, 'times/day']]"
NCT00095082,Inclusion,type 1 diabetes for at least 12 months,<VL Label=type 1 diabetes Source=ngram>type 1 diabetes</VL> for <VML Logic=greater_equal Unit=months>12</VML>,"[['type 1 diabetes', '>=', '12', 'months']]"
NCT00095082,Inclusion,hba1c less than or equal to 11.0%,<VL Label=HBA1C Source=DK>hba1c</VL> <VML Logic=lower_equal Unit=%>11.0</VML>,"[['HBA1C', '<=', 11.0, '%']]"
NCT00097292,Inclusion,"individuals 1 to 45 years old who have an immediate family member with type 1 diabetes (such as a child, parent or sibling)","individuals <VML Logic=greater_equal Unit=years>1</VML> - <VML Logic=lower_equal Unit=years>45</VML> <VL Label=Age Source=DK>old</VL> who have an immediate family member with type 1 diabetes ( such as a child, parent or sibling ) ","[['Age', '>=', 1.0, 'years'], ['Age', '<=', 45.0, 'years']]"
NCT00097292,Inclusion,"individuals 1-20 years old who have an extended family member with type 1 diabetes (such as a cousin, niece, nephew, aunt, uncle, grandparent or half-sibling)","individuals <VML Logic=greater_equal Unit=years>1</VML> - <VML Logic=lower_equal Unit=years>20</VML> <VL Label=Age Source=DK>old</VL> who have an extended family member with type 1 diabetes ( such as a cousin, niece, nephew, aunt, uncle, grandparent or half-sibling ) ","[['Age', '>=', 1.0, 'years'], ['Age', '<=', 20.0, 'years']]"
NCT00100178,Inclusion,be between the ages of 8 and 45 years old,be between the <VL Label=Age Source=DK>ages</VL> <VML Logic=greater_equal Unit=years>8</VML> - <VML Logic=lower_equal Unit=years>45</VML> <VL Label=Age Source=DK>old</VL>,"[['Age', '>=', 8.0, 'years'], ['Age', '<=', 45.0, 'years']]"
NCT00100178,Inclusion,must have stimulated c-peptide levels > 0.2 pmol/ml (measured during an mmtt administered no more than one month prior to the date of randomization),must have stimulated <VL Label=C-peptide Source=DK>c-peptide levels</VL> <VML Logic=greater Unit=pmol/ml>0.2</VML> ( measured during an mmtt administered no more than one month prior to the date of randomization ) ,"[['C-peptide', '>', 0.2, 'pmol/ml']]"
NCT00100178,Inclusion,"the goal of management will be an hba1c of 7.0% for all participants, regardless of age","the goal of management will be an <VL Label=HBA1C Source=DK>hba1c</VL> of <VML Logic=equal Unit=%>7.0</VML> for all participants, regardless of <VL Label=Age Source=DK>age</VL>","[['HBA1C', '=', 7.0, '%']]"
NCT00100178,Inclusion,participants will also be expected to test their blood sugar at least 3-4 times per day,<VL Label=participants will also be expected to test their blood sugar Source=ngram>participants will also be expected to test their blood sugar</VL> <VML Logic=greater_equal Unit=times/day>3</VML> - <VML Logic=greater_equal Unit=times/day>4</VML>,"[['participants will also be expected to test their blood sugar', '>=', '3', 'times/day'], ['participants will also be expected to test their blood sugar', '>=', '4', 'times/day']]"
NCT00100178,Exclusion,have had any live vaccinations in the preceding 6 weeks (e.g,have had any <VL Label=live vaccinations Source=ngram>live vaccinations</VL> <VML Logic=lower_equal Unit=preceding weeks>6</VML> ( e.g,"[['live vaccinations', '<=', '6', 'preceding weeks']]"
NCT00100178,Exclusion,be currently pregnant or 3 months postpartum.,be currently <VL Label=Pregnant Source=DK>pregnant</VL> or <VML Logic=equal Unit=months>3</VML> postpartum.,"[['Pregnant', '=', 3.0, 'months']]"
NCT00100178,Exclusion,be currently nursing or within 6 weeks of having completed nursing.,be <VL Label=currently nursing Source=ngram>currently nursing</VL> or <VML Logic=lower Unit=weeks>6</VML> of having completed nursing.,"[['currently nursing', '<', '6', 'weeks']]"
NCT00105352,Inclusion,informed consent obtained from participants (over 12 years of age) and parents (for participants below 18 years of age),informed consent obtained from participants ( <VML Logic=greater Unit=years>12</VML> of <VL Label=Age Source=DK>age</VL> ) and parents ( for participants <VML Logic=lower Unit=years>18</VML> of <VL Label=Age Source=DK>age</VL> ) ,"[['Age', '>', 12.0, 'years'], ['Age', '<', 18.0, 'years']]"
NCT00105352,Inclusion,age 8 - 35 years at the time of inclusion,<VL Label=Age Source=DK>age</VL> <VML Logic=greater_equal Unit=years>8</VML> - <VML Logic=lower_equal Unit=years>35</VML> at the time of inclusion,"[['Age', '>=', 8.0, 'years'], ['Age', '<=', 35.0, 'years']]"
NCT00105352,Inclusion,body weight > 30 kg,<VL Label=Weight Loss Source=DK>body weight</VL> <VML Logic=greater Unit=kg>30</VML>,"[['Weight Loss', '>', 30.0, 'kg']]"
NCT00105352,Inclusion,duration of diabetes: 1 month to 3* years (*the trialnet coordinating center will monitor fasting c-peptide levels as they are reported to ensure that a wide range of values is included,duration of diabetes: <VML Logic=greater_equal Unit=month>1</VML> - <VML Logic=lower_equal Unit=* years>3</VML> ( *the trialnet coordinating center will monitor <VL Label=C-peptide Source=DK>fasting c-peptide levels</VL> as they are reported to ensure that a wide range of values is included,"[['C-peptide', '<=', 3.0, '* years']]"
NCT00105352,Inclusion,be willing to travel to a trialnet clinical center for a minimum of four separate visits that are spaced 3-10 days apart and be willing to complete the study within a six week period.,be <VL Label=willing to travel to a trialnet clinical center for a greater_equal of four separate visits that are spaced Source=ngram>willing to travel to a trialnet clinical center for a greater_equal of four separate visits that are spaced</VL> <VML Logic=greater_equal Unit=days>3</VML> - <VML Logic=lower_equal Unit=days>10</VML> apart and be willing to complete the study within a six week period.,"[['willing to travel to a trialnet clinical center for a greater_equal of four separate visits that are spaced', '>=', '3', 'days'], ['willing to travel to a trialnet clinical center for a greater_equal of four separate visits that are spaced', '<=', '10', 'days']]"
NCT00105352,Exclusion,febrile illness within the prior 3 days),<VL Label=febrile illness Source=ngram>febrile illness</VL> within the <VML Logic=greater Unit=days>3</VML> ) ,"[['febrile illness', '>', '3', 'days']]"
NCT00107107,Inclusion,the subject has completed the full dosing period in protocol 137-150.,the <VL Label=subject has completed the full dosing period in protocol Source=ngram>subject has completed the full dosing period in protocol</VL> <VML Logic=greater_equal Unit=>137</VML> - <VML Logic=lower_equal Unit=>150</VML> .,"[['subject has completed the full dosing period in protocol', '>=', '137', ''], ['subject has completed the full dosing period in protocol', '<=', '150', '']]"
NCT00108004,Inclusion,the subject has a hba1c of 7.0% to 11.0% at screening.,the subject has a <VL Label=HBA1C Source=DK>hba1c</VL> <VML Logic=greater_equal Unit=%>7.0</VML> - <VML Logic=lower_equal Unit=%>11.0</VML> at screening.,"[['HBA1C', '>=', 7.0, '%'], ['HBA1C', '<=', 11.0, '%']]"
NCT00109434,Inclusion,clinical diagnosis of type 1 diabetes for at least 18 months,<VL Label=clinical diagnosis of type 1 diabetes Source=ngram>clinical diagnosis of type 1 diabetes</VL> for <VML Logic=greater_equal Unit=months>18</VML>,"[['clinical diagnosis of type 1 diabetes', '>=', '18', 'months']]"
NCT00109434,Inclusion,hba1c <10.0% as measured by the dca2000.,<VL Label=HBA1C Source=DK>hba1c</VL> <VML Logic=lower Unit=%>10.0</VML> as measured by the dca2000.,"[['HBA1C', '<', 10.0, '%']]"
NCT00109434,Inclusion,age 10.0 to <18.0 years,<VL Label=Age Source=DK>age</VL> <VML Logic=equal Unit=years>10.0</VML> - <VML Logic=lower Unit=years>18.0</VML>,"[['Age', '=', 10.0, 'years'], ['Age', '<', 18.0, 'years']]"
NCT00109434,Inclusion,weight >36.0 kg,<VL Label=Weight Source=DK>weight</VL> <VML Logic=greater Unit=kg>36.0</VML>,"[['Weight', '>', 36.0, 'kg']]"
NCT00109434,Exclusion,"use of pseudoephedrine 48 hours prior to crc admission (if used in the 48 hours prior to the scheduled second admission, the admission will be deferred)","<VL Label=use of pseudoephedrine Source=ngram>use of pseudoephedrine</VL> <VML Logic=equal Unit=hours>48</VML> prior to crc admission ( if used <VML Logic=lower_equal Unit=hours>48</VML> prior to the scheduled second admission, the admission will be deferred ) ","[['use of pseudoephedrine', '=', '48', 'hours'], ['use of pseudoephedrine', '<=', '48', 'hours']]"
NCT00109434,Exclusion,"severe hypoglycemia resulting in seizure or loss of consciousness in the 2 weeks prior to crc admission (if a severe episode occurs within 2 weeks prior to the scheduled second admission, the admission will be deferred)","<VL Label=severe hypoglycemia resulting in seizure or loss of consciousness Source=ngram>severe hypoglycemia resulting in seizure or loss of consciousness</VL> <VML Logic=lower_equal Unit=weeks>2</VML> prior to crc admission ( if a severe episode occurs <VML Logic=lower Unit=weeks>2</VML> prior to the scheduled second admission, the admission will be deferred ) ","[['severe hypoglycemia resulting in seizure or loss of consciousness', '<=', '2', 'weeks'], ['severe hypoglycemia resulting in seizure or loss of consciousness', '<', '2', 'weeks']]"
NCT00117026,Inclusion,type 1 diabetes (of at least 15 years duration) as assessed by medical history.,<VL Label=type 1 diabetes Source=ngram>type 1 diabetes</VL> ( of <VML Logic=greater_equal Unit=years>15</VML> duration ) as assessed by medical history.,"[['type 1 diabetes', '>=', '15', 'years']]"
NCT00117026,Exclusion,diabetic nephropathy with a creatinine clearance less than 60 cc/min.,diabetic nephropathy with a <VL Label=Creatinine clearance Source=DK>creatinine clearance</VL> <VML Logic=lower Unit=>60</VML> cc / min.,"[['Creatinine clearance', '<', 60.0, '']]"
NCT00117026,Exclusion,supplementation with thiamine > 2mg per day and/or alpha-lipoic acid,<VL Label=supplementation with thiamine Source=ngram>supplementation with thiamine</VL> <VML Logic=greater Unit=mg/day>2</VML> and / or alpha-lipoic acid,"[['supplementation with thiamine', '>', '2', 'mg/day']]"
NCT00117780,Inclusion,type 1 diabetes for more than 1 year,<VL Label=type 1 diabetes Source=ngram>type 1 diabetes</VL> for <VML Logic=greater Unit=year>1</VML>,"[['type 1 diabetes', '>', '1', 'year']]"
NCT00117780,Inclusion,hba1c = 7.5% and = 10%,<VL Label=HBA1C Source=DK>hba1c</VL> <VML Logic=equal Unit=%>7.5</VML> and <VML Logic=equal Unit=%>10</VML>,"[['HBA1C', '=', 7.5, '%'], ['HBA1C', '=', 10.0, '%']]"
NCT00118937,Inclusion,hba1c > 8.5% for more than one year prior to enrolment.,<VL Label=HBA1C Source=DK>hba1c</VL> <VML Logic=greater Unit=%>8.5</VML> for more than one year prior to enrolment.,"[['HBA1C', '>', 8.5, '%']]"
NCT00118937,Inclusion,diabetes-duration > 5 years.,<VL Label=diabetes-duration Source=ngram>diabetes-duration</VL> <VML Logic=greater Unit=years>5</VML>.,"[['diabetes-duration', '>', '5', 'years']]"
NCT00118937,Inclusion,age at onset of diabetes < 35 years,<VL Label=Age Source=DK>age</VL> at onset of diabetes <VML Logic=lower Unit=years>35</VML>,"[['Age', '<', 35.0, 'years']]"
NCT00118937,Inclusion,fasting c-peptide < 300 pmol/l,<VL Label=C-peptide Source=DK>fasting c-peptide</VL> <VML Logic=lower Unit=pmol/l>300</VML>,"[['C-peptide', '<', 300.0, 'pmol/l']]"
NCT00118937,Inclusion,age > 18 years at enrolment.,<VL Label=Age Source=DK>age</VL> <VML Logic=greater Unit=years>18</VML> at enrolment.,"[['Age', '>', 18.0, 'years']]"
NCT00118976,Inclusion,diabetic nephropathy (2 out of 3 consecutive 24 hour urinary samples with albumin excretion > 300 mg/24hour and diabetic retinopathy in the absence of signs of other kidney or urinary tract disease) 27 or diabetic glomerulosclerosis verified by biopsy.,<VL Label=diabetic nephropathy Source=ngram>diabetic nephropathy</VL> ( <VML Logic=equal Unit=>2</VML> out of <VML Logic=equal Unit=>3</VML> consecutive <VML Logic=equal Unit=hour>24</VML> urinary samples with albumin excretion <VML Logic=greater Unit=mg>300</VML> / <VML Logic=equal Unit=hour>24</VML> and diabetic retinopathy in the absence of signs of other kidney or urinary tract disease ) <VML Logic=equal Unit=>27</VML> or diabetic glomerulosclerosis verified by biopsy.,"[['diabetic nephropathy', '=', '2', ''], ['diabetic nephropathy', '=', '3', ''], ['diabetic nephropathy', '=', '24', 'hour'], ['diabetic nephropathy', '>', '300', 'mg'], ['diabetic nephropathy', '=', '24', 'hour'], ['diabetic nephropathy', '=', '27', '']]"
